score,frequency,class
0.370451818,0.236534598,WT_Silent
0.372651924,0.232290283,WT_Silent
0.374852029,0.228167884,WT_Silent
0.377052134,0.224125752,WT_Silent
0.37925224,0.220240441,WT_Silent
0.381452345,0.216427725,WT_Silent
0.383652451,0.212731679,WT_Silent
0.385852556,0.209118441,WT_Silent
0.388052661,0.205615611,WT_Silent
0.390252767,0.202205721,WT_Silent
0.392452872,0.198899141,WT_Silent
0.394652978,0.195695432,WT_Silent
0.396853083,0.192587219,WT_Silent
0.399053188,0.189624218,WT_Silent
0.401253294,0.186773657,WT_Silent
0.403453399,0.184046077,WT_Silent
0.405653505,0.181397585,WT_Silent
0.40785361,0.178875765,WT_Silent
0.410053715,0.176421073,WT_Silent
0.412253821,0.174098982,WT_Silent
0.414453926,0.171834092,WT_Silent
0.416654032,0.169706732,WT_Silent
0.418854137,0.167626785,WT_Silent
0.421054242,0.165721674,WT_Silent
0.423254348,0.163863419,WT_Silent
0.425454453,0.16215148,WT_Silent
0.427654559,0.160468736,WT_Silent
0.429854664,0.158922453,WT_Silent
0.432054769,0.157395013,WT_Silent
0.434254875,0.156002193,WT_Silent
0.43645498,0.154620496,WT_Silent
0.438655086,0.153370206,WT_Silent
0.440855191,0.152126191,WT_Silent
0.443055296,0.151028147,WT_Silent
0.445255402,0.149936857,WT_Silent
0.447455507,0.148953848,WT_Silent
0.449655613,0.147980261,WT_Silent
0.451855718,0.147088096,WT_Silent
0.454055823,0.146207659,WT_Silent
0.456255929,0.14539435,WT_Silent
0.458456034,0.144593987,WT_Silent
0.460656139,0.143847499,WT_Silent
0.462856245,0.143115575,WT_Silent
0.46505635,0.14243009,WT_Silent
0.467256456,0.141755701,WT_Silent
0.469456561,0.141109323,WT_Silent
0.471656666,0.140469785,WT_Silent
0.473856772,0.139844212,WT_Silent
0.476056877,0.1392224,WT_Silent
0.478256983,0.13860689,WT_Silent
0.480457088,0.137991265,WT_Silent
0.482657193,0.13737548,WT_Silent
0.484857299,0.136753303,WT_Silent
0.487057404,0.136123737,WT_Silent
0.48925751,0.135479304,WT_Silent
0.491457615,0.134820519,WT_Silent
0.49365772,0.134142709,WT_Silent
0.495857826,0.13344957,WT_Silent
0.498057931,0.132731919,WT_Silent
0.500258037,0.131997846,WT_Silent
0.502458142,0.131233613,WT_Silent
0.504658247,0.130452697,WT_Silent
0.506858353,0.129631639,WT_Silent
0.509058458,0.128792448,WT_Silent
0.511258564,0.127901528,WT_Silent
0.513458669,0.126991846,WT_Silent
0.515658774,0.126034542,WT_Silent
0.51785888,0.125063716,WT_Silent
0.520058985,0.124041499,WT_Silent
0.522259091,0.123008296,WT_Silent
0.524459196,0.121920406,WT_Silent
0.526659301,0.120824263,WT_Silent
0.528859407,0.119666866,WT_Silent
0.531059512,0.118503698,WT_Silent
0.533259617,0.117267774,WT_Silent
0.535459723,0.116028508,WT_Silent
0.537659828,0.114732229,WT_Silent
0.539859934,0.113433313,WT_Silent
0.542060039,0.112083116,WT_Silent
0.544260144,0.110728207,WT_Silent
0.54646025,0.109327847,WT_Silent
0.548660355,0.107920931,WT_Silent
0.550860461,0.10647338,WT_Silent
0.553060566,0.105016681,WT_Silent
0.555260671,0.103519401,WT_Silent
0.557460777,0.102015045,WT_Silent
0.559660882,0.100486857,WT_Silent
0.561860988,0.098951763,WT_Silent
0.564061093,0.097398371,WT_Silent
0.566261198,0.095838795,WT_Silent
0.568461304,0.094266016,WT_Silent
0.570661409,0.092688334,WT_Silent
0.572861515,0.091102085,WT_Silent
0.57506162,0.089513292,WT_Silent
0.577261725,0.087920822,WT_Silent
0.579461831,0.086330155,WT_Silent
0.581661936,0.084741655,WT_Silent
0.583862042,0.083157994,WT_Silent
0.586062147,0.081579189,WT_Silent
0.588262252,0.080008673,WT_Silent
0.590462358,0.078445104,WT_Silent
0.592662463,0.076893677,WT_Silent
0.594862569,0.075350721,WT_Silent
0.597062674,0.073830184,WT_Silent
0.599262779,0.072322586,WT_Silent
0.601462885,0.070839384,WT_Silent
0.60366299,0.069367713,WT_Silent
0.605863095,0.067924111,WT_Silent
0.608063201,0.066491206,WT_Silent
0.610263306,0.065091013,WT_Silent
0.612463412,0.063700641,WT_Silent
0.614663517,0.062347734,WT_Silent
0.616863622,0.061003383,WT_Silent
0.619063728,0.059712364,WT_Silent
0.621263833,0.058430092,WT_Silent
0.623463939,0.057200315,WT_Silent
0.625664044,0.055976106,WT_Silent
0.627864149,0.054804887,WT_Silent
0.630064255,0.05363651,WT_Silent
0.63226436,0.05252519,WT_Silent
0.634464466,0.051416503,WT_Silent
0.636664571,0.050364201,WT_Silent
0.638864676,0.049317947,WT_Silent
0.641064782,0.04833752,WT_Silent
0.643264887,0.047365816,WT_Silent
0.645464993,0.046452932,WT_Silent
0.647665098,0.045550545,WT_Silent
0.649865203,0.044697936,WT_Silent
0.652065309,0.043858457,WT_Silent
0.654265414,0.04306575,WT_Silent
0.65646552,0.042288714,WT_Silent
0.658665625,0.041555319,WT_Silent
0.66086573,0.040842876,WT_Silent
0.663065836,0.040177243,WT_Silent
0.665265941,0.039534696,WT_Silent
0.667466047,0.038934239,WT_Silent
0.669666152,0.0383555,WT_Silent
0.671866257,0.037809444,WT_Silent
0.674066363,0.037286746,WT_Silent
0.676266468,0.036793274,WT_Silent
0.678466574,0.036324565,WT_Silent
0.680666679,0.035881709,WT_Silent
0.682866784,0.035467776,WT_Silent
0.68506689,0.035079058,WT_Silent
0.687266995,0.034721135,WT_Silent
0.6894671,0.034385579,WT_Silent
0.691667206,0.034075716,WT_Silent
0.693867311,0.033781318,WT_Silent
0.696067417,0.033512619,WT_Silent
0.698267522,0.033256619,WT_Silent
0.700467627,0.033026017,WT_Silent
0.702667733,0.032805574,WT_Silent
0.704867838,0.032611782,WT_Silent
0.707067944,0.032426439,WT_Silent
0.709268049,0.032268578,WT_Silent
0.711468154,0.032117403,WT_Silent
0.71366826,0.031986222,WT_Silent
0.715868365,0.031858588,WT_Silent
0.718068471,0.031749176,WT_Silent
0.720268576,0.031641916,WT_Silent
0.722468681,0.031550816,WT_Silent
0.724668787,0.03146076,WT_Silent
0.726868892,0.031384974,WT_Silent
0.729068998,0.031309757,WT_Silent
0.731269103,0.031245838,WT_Silent
0.733469208,0.031182282,WT_Silent
0.735669314,0.031123253,WT_Silent
0.737869419,0.031064455,WT_Silent
0.740069525,0.031007359,WT_Silent
0.74226963,0.030950106,WT_Silent
0.744469735,0.03089206,WT_Silent
0.746669841,0.030833206,WT_Silent
0.748869946,0.030771303,WT_Silent
0.751070052,0.030706857,WT_Silent
0.753270157,0.030634956,WT_Silent
0.755470262,0.030559725,WT_Silent
0.757670368,0.030476704,WT_Silent
0.759870473,0.030389115,WT_Silent
0.762070578,0.030292832,WT_Silent
0.764270684,0.030190606,WT_Silent
0.766470789,0.030079065,WT_Silent
0.768670895,0.029960092,WT_Silent
0.770871,0.029831446,WT_Silent
0.773071105,0.029690775,WT_Silent
0.775271211,0.029537048,WT_Silent
0.777471316,0.029371962,WT_Silent
0.779671422,0.029196576,WT_Silent
0.781871527,0.029008615,WT_Silent
0.784071632,0.028811146,WT_Silent
0.786271738,0.028599676,WT_Silent
0.788471843,0.028379422,WT_Silent
0.790671949,0.028143796,WT_Silent
0.792872054,0.027900233,WT_Silent
0.795072159,0.027635737,WT_Silent
0.797272265,0.027362462,WT_Silent
0.79947237,0.027070569,WT_Silent
0.801672476,0.026772455,WT_Silent
0.803872581,0.026456153,WT_Silent
0.806072686,0.026135147,WT_Silent
0.808272792,0.025795476,WT_Silent
0.810472897,0.025452239,WT_Silent
0.812673003,0.025090064,WT_Silent
0.814873108,0.024725417,WT_Silent
0.817073213,0.024338074,WT_Silent
0.819273319,0.023949011,WT_Silent
0.821473424,0.023540646,WT_Silent
0.82367353,0.023131459,WT_Silent
0.825873635,0.022706366,WT_Silent
0.82807374,0.022280335,WT_Silent
0.830273846,0.021840715,WT_Silent
0.832473951,0.021399699,WT_Silent
0.834674056,0.020947341,WT_Silent
0.836874162,0.020493095,WT_Silent
0.839074267,0.020028527,WT_Silent
0.841274373,0.019562293,WT_Silent
0.843474478,0.019089375,WT_Silent
0.845674583,0.01861527,WT_Silent
0.847874689,0.018137499,WT_Silent
0.850074794,0.017658926,WT_Silent
0.8522749,0.017178385,WT_Silent
0.854475005,0.016697613,WT_Silent
0.85667511,0.016216381,WT_Silent
0.858875216,0.015735936,WT_Silent
0.861075321,0.015256777,WT_Silent
0.863275427,0.014779972,WT_Silent
0.865475532,0.014306358,WT_Silent
0.867675637,0.013836062,WT_Silent
0.869875743,0.013369514,WT_Silent
0.872075848,0.012907501,WT_Silent
0.874275954,0.012449766,WT_Silent
0.876476059,0.011997892,WT_Silent
0.878676164,0.011550629,WT_Silent
0.88087627,0.011111582,WT_Silent
0.883076375,0.010677906,WT_Silent
0.885276481,0.010255427,WT_Silent
0.887476586,0.009838984,WT_Silent
0.889676691,0.009433436,WT_Silent
0.891876797,0.009032675,WT_Silent
0.894076902,0.008644198,WT_Silent
0.896277008,0.008260043,WT_Silent
0.898477113,0.007889548,WT_Silent
0.900677218,0.007522801,WT_Silent
0.902877324,0.007172169,WT_Silent
0.905077429,0.006824844,WT_Silent
0.907277535,0.006498031,WT_Silent
0.90947764,0.006174155,WT_Silent
0.911677745,0.005867803,WT_Silent
0.913877851,0.005562979,WT_Silent
0.916077956,0.005276564,WT_Silent
0.918278061,0.004991007,WT_Silent
0.920478167,0.004724273,WT_Silent
0.922678272,0.004458606,WT_Silent
0.924878378,0.004211325,WT_Silent
0.927078483,0.003966399,WT_Silent
0.929278588,0.003742702,WT_Silent
0.931478694,0.00352156,WT_Silent
0.933678799,0.003315501,WT_Silent
0.935878905,0.003112678,WT_Silent
0.93807901,0.002923667,WT_Silent
0.940279115,0.002738509,WT_Silent
0.942479221,0.00256591,WT_Silent
0.944679326,0.002397711,WT_Silent
0.946879432,0.002240839,WT_Silent
0.949079537,0.002090226,WT_Silent
0.951279642,0.001952619,WT_Silent
0.953479748,0.001820016,WT_Silent
0.955679853,0.001695937,WT_Silent
0.957879959,0.001577109,WT_Silent
0.960080064,0.00146569,WT_Silent
0.962280169,0.00135972,WT_Silent
0.964480275,0.001260152,WT_Silent
0.96668038,0.001166159,WT_Silent
0.968880486,0.001077635,WT_Silent
0.971080591,0.000996093,WT_Silent
0.973280696,0.000920266,WT_Silent
0.975480802,0.000849895,WT_Silent
0.977680907,0.000783238,WT_Silent
0.979881013,0.000721724,WT_Silent
0.982081118,0.000663103,WT_Silent
0.984281223,0.000609511,WT_Silent
0.986481329,0.00055823,WT_Silent
0.988681434,0.00051182,WT_Silent
0.990881539,0.000467211,WT_Silent
0.993081645,0.000428209,WT_Silent
0.99528175,0.000390835,WT_Silent
0.997481856,0.000357881,WT_Silent
0.999681961,0.000325897,WT_Silent
1.001882066,0.000297741,WT_Silent
1.004082172,0.000270182,WT_Silent
1.006282277,0.000246221,WT_Silent
1.008482383,0.000222615,WT_Silent
1.010682488,0.000202361,WT_Silent
1.012882593,0.000182265,WT_Silent
