score,frequency,class
0.283286313,0.148504829,Common_Cancer_Missense
0.285528172,0.149549852,Common_Cancer_Missense
0.287770031,0.150606051,Common_Cancer_Missense
0.29001189,0.151665947,Common_Cancer_Missense
0.292253749,0.152737988,Common_Cancer_Missense
0.294495608,0.153813133,Common_Cancer_Missense
0.296737467,0.15489603,Common_Cancer_Missense
0.298979326,0.155980388,Common_Cancer_Missense
0.301221185,0.15707393,Common_Cancer_Missense
0.303463044,0.158168648,Common_Cancer_Missense
0.305704903,0.159275496,Common_Cancer_Missense
0.307946762,0.160383235,Common_Cancer_Missense
0.310188621,0.161497763,Common_Cancer_Missense
0.31243048,0.162612602,Common_Cancer_Missense
0.314672339,0.163734216,Common_Cancer_Missense
0.316914198,0.164856546,Common_Cancer_Missense
0.319156057,0.165988908,Common_Cancer_Missense
0.321397916,0.167121836,Common_Cancer_Missense
0.323639775,0.168259272,Common_Cancer_Missense
0.325881634,0.169397485,Common_Cancer_Missense
0.328123493,0.170539882,Common_Cancer_Missense
0.330365352,0.17168377,Common_Cancer_Missense
0.332607211,0.172833568,Common_Cancer_Missense
0.33484907,0.173984375,Common_Cancer_Missense
0.337090929,0.175138266,Common_Cancer_Missense
0.339332788,0.176293161,Common_Cancer_Missense
0.341574647,0.177450496,Common_Cancer_Missense
0.343816506,0.178609408,Common_Cancer_Missense
0.346058364,0.17977143,Common_Cancer_Missense
0.348300223,0.18093463,Common_Cancer_Missense
0.350542082,0.182099738,Common_Cancer_Missense
0.352783941,0.183265774,Common_Cancer_Missense
0.3550258,0.184433055,Common_Cancer_Missense
0.357267659,0.185601583,Common_Cancer_Missense
0.359509518,0.186771506,Common_Cancer_Missense
0.361751377,0.187942433,Common_Cancer_Missense
0.363993236,0.1891143,Common_Cancer_Missense
0.366235095,0.190286771,Common_Cancer_Missense
0.368476954,0.191459714,Common_Cancer_Missense
0.370718813,0.192633329,Common_Cancer_Missense
0.372960672,0.19380738,Common_Cancer_Missense
0.375202531,0.19498187,Common_Cancer_Missense
0.37744439,0.196156593,Common_Cancer_Missense
0.379686249,0.197331395,Common_Cancer_Missense
0.381928108,0.19850623,Common_Cancer_Missense
0.384169967,0.199681067,Common_Cancer_Missense
0.386411826,0.200855903,Common_Cancer_Missense
0.388653685,0.202030207,Common_Cancer_Missense
0.390895544,0.203204367,Common_Cancer_Missense
0.393137403,0.204377945,Common_Cancer_Missense
0.395379262,0.205551406,Common_Cancer_Missense
0.397621121,0.206724209,Common_Cancer_Missense
0.39986298,0.20789692,Common_Cancer_Missense
0.402104839,0.209067906,Common_Cancer_Missense
0.404346698,0.210238745,Common_Cancer_Missense
0.406588557,0.211408323,Common_Cancer_Missense
0.408830416,0.212577842,Common_Cancer_Missense
0.411072275,0.213746093,Common_Cancer_Missense
0.413314133,0.214914213,Common_Cancer_Missense
0.415555992,0.216080155,Common_Cancer_Missense
0.417797851,0.217245925,Common_Cancer_Missense
0.42003971,0.218410188,Common_Cancer_Missense
0.422281569,0.21957425,Common_Cancer_Missense
0.424523428,0.220737143,Common_Cancer_Missense
0.426765287,0.221899664,Common_Cancer_Missense
0.429007146,0.223060612,Common_Cancer_Missense
0.431249005,0.224221245,Common_Cancer_Missense
0.433490864,0.22538086,Common_Cancer_Missense
0.435732723,0.226540263,Common_Cancer_Missense
0.437974582,0.227699128,Common_Cancer_Missense
0.440216441,0.228857773,Common_Cancer_Missense
0.4424583,0.230015964,Common_Cancer_Missense
0.444700159,0.231174288,Common_Cancer_Missense
0.446942018,0.232332837,Common_Cancer_Missense
0.449183877,0.233491758,Common_Cancer_Missense
0.451425736,0.234651197,Common_Cancer_Missense
0.453667595,0.235811333,Common_Cancer_Missense
0.455909454,0.236972281,Common_Cancer_Missense
0.458151313,0.238135368,Common_Cancer_Missense
0.460393172,0.239300537,Common_Cancer_Missense
0.462635031,0.24046785,Common_Cancer_Missense
0.46487689,0.241636906,Common_Cancer_Missense
0.467118749,0.242808624,Common_Cancer_Missense
0.469360608,0.24398214,Common_Cancer_Missense
0.471602467,0.245162866,Common_Cancer_Missense
0.473844326,0.246347616,Common_Cancer_Missense
0.476086185,0.247538247,Common_Cancer_Missense
0.478328044,0.248731559,Common_Cancer_Missense
0.480569902,0.249931436,Common_Cancer_Missense
0.482811761,0.251133719,Common_Cancer_Missense
0.48505362,0.252351726,Common_Cancer_Missense
0.487295479,0.253574248,Common_Cancer_Missense
0.489537338,0.254810159,Common_Cancer_Missense
0.491779197,0.25604897,Common_Cancer_Missense
0.494021056,0.257301464,Common_Cancer_Missense
0.496262915,0.258556058,Common_Cancer_Missense
0.498504774,0.259837815,Common_Cancer_Missense
0.500746633,0.261122196,Common_Cancer_Missense
0.502988492,0.26243383,Common_Cancer_Missense
0.505230351,0.263746739,Common_Cancer_Missense
0.50747221,0.265084285,Common_Cancer_Missense
0.509714069,0.266423704,Common_Cancer_Missense
0.511955928,0.2678011,Common_Cancer_Missense
0.514197787,0.269182693,Common_Cancer_Missense
0.516439646,0.270605714,Common_Cancer_Missense
0.518681505,0.272033619,Common_Cancer_Missense
0.520923364,0.273492295,Common_Cancer_Missense
0.523165223,0.274959985,Common_Cancer_Missense
0.525407082,0.276468184,Common_Cancer_Missense
0.527648941,0.277991897,Common_Cancer_Missense
0.5298908,0.279568436,Common_Cancer_Missense
0.532132659,0.281158165,Common_Cancer_Missense
0.534374518,0.282783193,Common_Cancer_Missense
0.536616377,0.284426533,Common_Cancer_Missense
0.538858236,0.286109326,Common_Cancer_Missense
0.541100095,0.287827206,Common_Cancer_Missense
0.543341954,0.289606914,Common_Cancer_Missense
0.545583813,0.291412178,Common_Cancer_Missense
0.547825671,0.293254667,Common_Cancer_Missense
0.55006753,0.295126005,Common_Cancer_Missense
0.552309389,0.29703231,Common_Cancer_Missense
0.554551248,0.299003526,Common_Cancer_Missense
0.556793107,0.301040418,Common_Cancer_Missense
0.559034966,0.303119725,Common_Cancer_Missense
0.561276825,0.305234863,Common_Cancer_Missense
0.563518684,0.307396395,Common_Cancer_Missense
0.565760543,0.309590557,Common_Cancer_Missense
0.568002402,0.311875747,Common_Cancer_Missense
0.570244261,0.31421392,Common_Cancer_Missense
0.57248612,0.316624168,Common_Cancer_Missense
0.574727979,0.319068787,Common_Cancer_Missense
0.576969838,0.321581457,Common_Cancer_Missense
0.579211697,0.324120316,Common_Cancer_Missense
0.581453556,0.326776313,Common_Cancer_Missense
0.583695415,0.329467871,Common_Cancer_Missense
0.585937274,0.332271584,Common_Cancer_Missense
0.588179133,0.335101241,Common_Cancer_Missense
0.590420992,0.338023954,Common_Cancer_Missense
0.592662851,0.340962176,Common_Cancer_Missense
